source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,astrometric_chi2_al,astrometric_n_good_obs_al,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,abs_g_mag
47620265212420096,64.50816886804104,0.0726700522840332,18.256669985312943,0.0358830118280072,21.560795572481293,0.0711316072317895,303.11133,114.70801414801625,0.1662420790702461,-32.21424277546284,0.0913669967463731,0.0,0.3228282525756565,8,501.07056,158,7.354803,7.722865,6.872222,0.85064316,2098.3801,400.18683,475.03244,1.1868145,,,4.023126909281288
3310903740601986432,66.94642734675811,0.0357779794417877,14.417667226435931,0.0176740400522793,20.24646845027351,0.0401662381386906,504.06683,100.48678778003828,0.0778406091450952,-19.207002506585305,0.0499959878315845,0.0,0.0,12,702.29517,485,9.211576,9.698178,8.599226,1.0989523,3627.7517,1188.7211,1553.9437,1.2171406,39.59152717290279,0.2466476661871245,5.74332240533025
48061409893621248,67.1555375920541,0.0603431359130853,19.740525157828195,0.0332204912137248,20.627049336082838,0.0634249400401082,325.21985,102.978637582616,0.1203261964579444,-38.20152110922564,0.0962611826737153,0.0,0.8669670551076076,12,885.2164,277,8.430403,8.822614,7.914545,0.90806866,1982.9795,716.20886,703.8375,1.1960033,40.2288729565351,1.75494676826947,5.002588536688851
3410453484725565312,68.42515255188813,0.0889775298422859,19.01388862485241,0.0557248517236583,20.92213763309744,0.0694530287911936,301.24155,100.31371378865708,0.1618401808347243,-33.80792170565856,0.1393416415255734,0.0,0.0,9,409.3595,215,10.269279,10.958457,9.502004,1.4564533,1627.3481,509.9103,548.72546,1.2522687,40.165521314514784,0.7872523775913984,6.872309273545767
3304412601908736512,63.61406676319081,0.0790197855043033,12.435258318524122,0.0357562153921247,21.13052134056549,0.0748433233035998,282.33008,114.79535345147688,0.2243044353517083,-13.082494339779696,0.1065615258991381,0.0,0.0,8,262.59958,145,7.8784366,8.220196,7.4140205,0.80617523,1217.2222,449.80637,665.49115,1.1886002,38.31881345430109,0.2179618246657341,4.502987661347146
47345009348203392,64.78387715273041,0.0613265606335475,17.52463436883315,0.0317004734757671,21.29438504487037,0.0587430250326691,362.50064,113.00135140371246,0.1257398293251655,-28.05326382474864,0.0869865793668175,0.0,0.0,9,259.98914,152,8.270035,8.6483555,7.7627068,0.8856487,2187.0356,453.69797,750.46765,1.1972209,37.84735335840655,0.2908666628530297,4.9113605135548895
45567511362945152,61.93054507638944,0.0458983557689578,16.518682599418735,0.029561647017781,21.476408315403912,0.0509957008807925,421.14154,122.3995525720349,0.1069141842360532,-24.99596963619981,0.0881919126371019,0.0,0.0,10,299.3524,144,9.598963,10.155141,8.933661,1.2214794,1710.0145,464.66348,652.6469,1.2254932,37.645638174602986,0.292380677880155,6.258771261481394
3313689422030650496,66.66765704827857,0.0703534782404073,16.74677694365919,0.0280362911599598,21.76521527198605,0.0689268387777978,315.7727,107.63527635547425,0.174082979272977,-31.43138419809601,0.0808863956390947,0.0,0.0,10,607.19147,292,7.9409018,8.296081,7.466574,0.8295064,2298.4114,924.9566,997.4393,1.1880182,38.40163032748493,0.1538154487243574,4.629716634832881
3306922958753764992,66.94246144055768,0.0324700622175696,11.736365486106084,0.0217276233992122,22.02257903124011,0.0379544248847036,580.2375,110.0848918794596,0.0717207713882751,-12.426956535282883,0.0480292179952034,0.0,0.0,10,479.42084,244,7.3565454,7.6642814,6.939491,0.7247906,1504.9562,595.13116,534.66815,1.1777465,39.09251992909814,0.1753567043722029,4.070886285951021
3312837025641272320,67.69550317234906,0.0484579327606654,16.148537246926157,0.0228330129519334,22.117074154136372,0.0559750194656951,395.12402,114.13417859772498,0.1178968659932669,-33.760351992233545,0.0623609828823017,0.0,1.5424429823216972,11,996.63617,287,6.3859305,6.6263995,6.0378647,0.58853483,3337.813,946.97656,530.1244,1.174532,41.399056681378745,0.4785435358248723,3.109568870225197
3311514210073309056,63.60735566329036,0.0499647082716576,14.624972882807876,0.0300630062342907,20.33080553688477,0.0554547528698326,366.61972,107.81393728386386,0.1171731508153166,-14.015483672354728,0.0802163494648394,0.0,0.0,10,250.7623,193,8.289951,8.662458,7.7902493,0.8722091,1410.6089,327.90552,475.3994,1.195241,38.04333150982913,0.1811996217530531,4.830723931875225
49365087086285184,63.92732513607217,0.0783591486970471,20.819646132059447,0.0387695185095036,20.82895120472813,0.0838747774134574,248.33391,109.21053190020862,0.1405630325629759,-35.623843824136024,0.1166420244397568,0.0,1.6732927375225777,10,579.62036,155,7.63505,8.014301,7.1401553,0.874146,1479.5673,416.20193,235.2439,1.1890373,,,4.228387012852863
3312899491645515776,67.37957012440589,0.0528539636516394,16.244695218729277,0.0215611377170501,21.699981900403756,0.0581128606236421,373.411,104.17871294542434,0.140849062005128,-21.07157054596573,0.0671906178452131,0.0,0.0,10,512.72894,287,9.927285,10.572618,9.188471,1.3841467,2207.1436,1077.1115,895.835,1.2459395,39.41134358783126,0.5887037622086978,6.609581858054156
3312951748510907648,67.49101308172906,0.0388303005949229,16.67271860422926,0.0192841792964156,21.89653153588919,0.0391479312896272,559.32794,106.62469854058934,0.0814898578720273,-28.40664579163461,0.0515873187376468,0.0,0.0,12,448.62244,279,8.853477,9.308189,8.278901,1.0292883,1787.0574,663.84503,842.56683,1.2054964,40.138868584835336,0.2267734343207465,5.555353634903499
